trader_name,source,section,rank,est. % return,# of holdings,est. stock aum (usd),page,scraped_at
SIRIOS CAPITAL MANAGEMENT L P,quiver,institutional_13f,4169,+7.23%,53,"$535,173,658",1,2025-10-14T11-57-48Z
CHILTON CAPITAL MANAGEMENT LLC,quiver,institutional_13f,4170,+7.23%,471,"$2,656,715,435",1,2025-10-14T11-57-48Z
Wealth Group Ltd,quiver,institutional_13f,4171,+7.22%,66,"$412,989,617",1,2025-10-14T11-57-48Z
"CWC Advisors, LLC.",quiver,institutional_13f,4172,+7.22%,132,"$187,925,549",1,2025-10-14T11-57-48Z
Priebe Wealth Holdings LLC,quiver,institutional_13f,4173,+7.22%,42,"$64,210,481",1,2025-10-14T11-57-48Z
WOODMONT INVESTMENT COUNSEL LLC,quiver,institutional_13f,4174,+7.22%,259,"$1,508,116,077",1,2025-10-14T11-57-48Z
"Prime Capital Investment Advisors, LLC",quiver,institutional_13f,4175,+7.22%,841,"$7,657,737,848",1,2025-10-14T11-57-48Z
"Mach-1 Financial Group, LLC",quiver,institutional_13f,4176,+7.22%,194,"$322,017,928",1,2025-10-14T11-57-48Z
APG Asset Management N.V.,quiver,institutional_13f,4177,+7.21%,485,"$39,761,067,766",1,2025-10-14T11-57-48Z
"Objectivity Squared, LLC",quiver,institutional_13f,4178,+7.21%,45,"$133,868,889",1,2025-10-14T11-57-48Z
"AEGON USA Investment Management, LLC",quiver,institutional_13f,4179,+7.21%,14,"$105,522,954",1,2025-10-14T11-57-48Z
"Frontier Asset Management, LLC",quiver,institutional_13f,4180,+7.21%,61,"$312,366,838",1,2025-10-14T11-57-48Z
"SHELTON WEALTH MANAGEMENT, LLC",quiver,institutional_13f,4181,+7.21%,106,"$197,225,823",1,2025-10-14T11-57-48Z
RKL Wealth Management LLC,quiver,institutional_13f,4182,+7.21%,169,"$1,146,860,035",1,2025-10-14T11-57-48Z
"Consilium Wealth Advisory, LLC",quiver,institutional_13f,4183,+7.21%,90,"$242,080,412",1,2025-10-14T11-57-48Z
Verger Capital Management LLC,quiver,institutional_13f,4184,+7.21%,14,"$271,579,878",1,2025-10-14T11-57-48Z
"CJM Wealth Advisers, Ltd.",quiver,institutional_13f,4185,+7.21%,64,"$311,185,685",1,2025-10-14T11-57-48Z
"LEAVELL INVESTMENT MANAGEMENT, INC.",quiver,institutional_13f,4186,+7.20%,534,"$2,374,636,821",1,2025-10-14T11-57-48Z
SWP FINANCIAL LLC,quiver,institutional_13f,4187,+7.20%,65,"$173,419,742",1,2025-10-14T11-57-48Z
"Modera Wealth Management, LLC",quiver,institutional_13f,4188,+7.20%,595,"$8,374,066,859",1,2025-10-14T11-57-48Z
Parkwood LLC,quiver,institutional_13f,4189,+7.20%,69,"$987,604,644",1,2025-10-14T11-57-48Z
"SIMS INVESTMENT MANAGEMENT, LLC",quiver,institutional_13f,4190,+7.20%,38,"$246,322,051",1,2025-10-14T11-57-48Z
"AA Financial Advisors, LLC",quiver,institutional_13f,4191,+7.20%,177,"$482,277,970",1,2025-10-14T11-57-48Z
United Bank,quiver,institutional_13f,4192,+7.20%,113,"$265,237,718",1,2025-10-14T11-57-48Z
"Fermata Advisors, LLC",quiver,institutional_13f,4193,+7.20%,192,"$352,502,305",1,2025-10-14T11-57-48Z
"Good Life Advisors, LLC",quiver,institutional_13f,4194,+7.20%,440,"$1,360,709,811",1,2025-10-14T11-57-48Z
Trustees of Dartmouth College,quiver,institutional_13f,4195,+7.20%,6,"$331,306,002",1,2025-10-14T11-57-48Z
"Strategic Financial Services, Inc.",quiver,institutional_13f,4196,+7.20%,131,"$1,967,040,409",1,2025-10-14T11-57-48Z
Altus Wealth Group LLC,quiver,institutional_13f,4197,+7.19%,128,"$221,382,269",1,2025-10-14T11-57-48Z
Smart Money Group LLC,quiver,institutional_13f,4198,+7.19%,67,"$113,642,292",1,2025-10-14T11-57-48Z
Farmers National Bank,quiver,institutional_13f,4199,+7.19%,164,"$396,963,278",1,2025-10-14T11-57-48Z
"Berkeley Capital Partners, LLC",quiver,institutional_13f,4200,+7.19%,163,"$380,485,295",1,2025-10-14T11-57-48Z
Troy Asset Management Ltd,quiver,institutional_13f,4201,+7.19%,29,"$3,657,120,738",1,2025-10-14T11-57-48Z
"Granite Bay Wealth Management, LLC",quiver,institutional_13f,4202,+7.19%,64,"$313,527,589",1,2025-10-14T11-57-48Z
"KING STREET CAPITAL MANAGEMENT, L.P.",quiver,institutional_13f,4203,+7.19%,6,"$364,496,500",1,2025-10-14T11-57-48Z
Integrated Wealth Concepts LLC,quiver,institutional_13f,4204,+7.19%,1654,"$9,555,572,566",1,2025-10-14T11-57-48Z
ROWLANDMILLER & PARTNERS.ADV,quiver,institutional_13f,4205,+7.19%,171,"$493,930,240",1,2025-10-14T11-57-48Z
Spartan Planning & Wealth Management,quiver,institutional_13f,4206,+7.19%,70,"$90,223,302",1,2025-10-14T11-57-48Z
Villanova Investment Management Co LLC,quiver,institutional_13f,4207,+7.19%,47,"$85,106,969",1,2025-10-14T11-57-48Z
"Pinnacle West Asset Management, Inc.",quiver,institutional_13f,4208,+7.18%,109,"$145,829,789",1,2025-10-14T11-57-48Z
"JSF Financial, LLC",quiver,institutional_13f,4209,+7.18%,120,"$431,345,082",1,2025-10-14T11-57-48Z
Provident Co of the Employees of the Hebrew University LTD,quiver,institutional_13f,4210,+7.18%,30,"$104,165,325",1,2025-10-14T11-57-48Z
Core Wealth Partners LLC,quiver,institutional_13f,4211,+7.18%,156,"$192,294,372",1,2025-10-14T11-57-48Z
"PACES FERRY WEALTH ADVISORS, LLC",quiver,institutional_13f,4212,+7.18%,119,"$224,459,511",1,2025-10-14T11-57-48Z
"Northwest Bancshares, Inc.",quiver,institutional_13f,4213,+7.18%,179,"$589,259,810",1,2025-10-14T11-57-48Z
"Weil Company, Inc.",quiver,institutional_13f,4214,+7.18%,100,"$316,096,129",1,2025-10-14T11-57-48Z
HANCOCK WHITNEY CORP,quiver,institutional_13f,4215,+7.18%,677,"$5,136,292,630",1,2025-10-14T11-57-48Z
WINCAP FINANCIAL LLC,quiver,institutional_13f,4216,+7.17%,79,"$117,060,599",1,2025-10-14T11-57-48Z
"Provenance Wealth Advisors, LLC",quiver,institutional_13f,4217,+7.17%,383,"$739,454,008",1,2025-10-14T11-57-48Z
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,quiver,institutional_13f,4218,+7.17%,213,"$9,608,299,030",1,2025-10-14T11-57-48Z
"My Personal CFO, LLC",quiver,institutional_13f,4219,+7.17%,89,"$226,138,293",1,2025-10-14T11-57-48Z
Snider Financial Group,quiver,institutional_13f,4220,+7.17%,110,"$349,770,700",1,2025-10-14T11-57-48Z
"Clearstead Advisors, LLC",quiver,institutional_13f,4221,+7.17%,2350,"$7,094,251,240",1,2025-10-14T11-57-48Z
Cadence Bank,quiver,institutional_13f,4222,+7.17%,318,"$1,558,627,263",1,2025-10-14T11-57-48Z
Bowman & Co S.C.,quiver,institutional_13f,4223,+7.17%,99,"$224,321,427",1,2025-10-14T11-57-48Z
HERITAGE OAK WEALTH ADVISORS LLC,quiver,institutional_13f,4224,+7.16%,64,"$236,215,467",1,2025-10-14T11-57-48Z
Tyro Capital Management LLC,quiver,institutional_13f,4225,+7.16%,7,"$175,481,544",1,2025-10-14T11-57-48Z
"Leeward Investments, LLC - MA",quiver,institutional_13f,4226,+7.16%,131,"$1,898,381,808",1,2025-10-14T11-57-48Z
Huber Capital Management LLC,quiver,institutional_13f,4227,+7.16%,98,"$591,251,966",1,2025-10-14T11-57-48Z
"HALBERT HARGROVE GLOBAL ADVISORS, LLC",quiver,institutional_13f,4228,+7.16%,273,"$1,949,112,180",1,2025-10-14T11-57-48Z
"Cedar Wealth Management, LLC",quiver,institutional_13f,4229,+7.16%,214,"$290,081,821",1,2025-10-14T11-57-48Z
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",quiver,institutional_13f,4230,+7.16%,2808,"$57,619,056,632",1,2025-10-14T11-57-48Z
Zhang Financial LLC,quiver,institutional_13f,4231,+7.16%,271,"$2,223,131,618",1,2025-10-14T11-57-48Z
MOKAN Wealth Management Inc.,quiver,institutional_13f,4232,+7.16%,79,"$181,315,759",1,2025-10-14T11-57-48Z
"Trace Wealth Advisors, LLC",quiver,institutional_13f,4233,+7.16%,56,"$129,702,745",1,2025-10-14T11-57-48Z
Community Bank of Raymore,quiver,institutional_13f,4234,+7.16%,67,"$138,675,575",1,2025-10-14T11-57-48Z
"LHM, INC.",quiver,institutional_13f,4235,+7.16%,18,"$266,778,863",1,2025-10-14T11-57-48Z
"Richard W. Paul & Associates, LLC",quiver,institutional_13f,4236,+7.16%,290,"$276,605,074",1,2025-10-14T11-57-48Z
ECLECTIC ASSOCIATES INC |ADV,quiver,institutional_13f,4237,+7.16%,110,"$433,581,653",1,2025-10-14T11-57-48Z
"Wealth Architects, LLC",quiver,institutional_13f,4238,+7.16%,210,"$986,487,412",1,2025-10-14T11-57-48Z
Baron Wealth Management LLC,quiver,institutional_13f,4239,+7.16%,231,"$238,699,456",1,2025-10-14T11-57-48Z
"Mengis Capital Management, Inc.",quiver,institutional_13f,4240,+7.16%,180,"$472,289,226",1,2025-10-14T11-57-48Z
DAIDO LIFE INSURANCE CO,quiver,institutional_13f,4241,+7.16%,5,"$681,850,114",1,2025-10-14T11-57-48Z
RMR Wealth Builders,quiver,institutional_13f,4242,+7.15%,260,"$1,129,467,376",1,2025-10-14T11-57-48Z
VISION FINANCIAL MARKETS LLC,quiver,institutional_13f,4243,+7.15%,378,"$103,492,919",1,2025-10-14T11-57-48Z
Bank OZK,quiver,institutional_13f,4244,+7.15%,137,"$259,377,078",1,2025-10-14T11-57-48Z
"Ampersand Capital Group, L.P.",quiver,institutional_13f,4245,+7.15%,6,"$190,340,390",1,2025-10-14T11-57-48Z
Sciencast Management LP,quiver,institutional_13f,4246,+7.15%,225,"$455,969,228",1,2025-10-14T11-57-48Z
"Plancorp, LLC",quiver,institutional_13f,4247,+7.15%,341,"$3,026,070,793",1,2025-10-14T11-57-48Z
"Ashford Advisors, LLC",quiver,institutional_13f,4248,+7.15%,19,"$464,541,789",1,2025-10-14T11-57-48Z
"SPIREPOINT PRIVATE CLIENT, LLC",quiver,institutional_13f,4249,+7.15%,214,"$853,288,811",1,2025-10-14T11-57-48Z
"Ballast, Inc.",quiver,institutional_13f,4250,+7.15%,122,"$209,519,530",1,2025-10-14T11-57-48Z
"Joseph P. Lucia & Associates, LLC",quiver,institutional_13f,4251,+7.15%,122,"$209,519,530",1,2025-10-14T11-57-48Z
"OneAscent Family Office, LLC",quiver,institutional_13f,4252,+7.15%,131,"$105,375,119",1,2025-10-14T11-57-48Z
Trinity Financial Advisors LLC,quiver,institutional_13f,4253,+7.14%,86,"$303,587,700",1,2025-10-14T11-57-48Z
"Next Level Wealth Planning, LLC",quiver,institutional_13f,4254,+7.14%,48,"$163,612,398",1,2025-10-14T11-57-48Z
Colonial Trust Advisors,quiver,institutional_13f,4255,+7.14%,613,"$1,237,808,803",1,2025-10-14T11-57-48Z
BROOKTREE CAPITAL MANAGEMENT,quiver,institutional_13f,4256,+7.14%,38,"$126,083,009",1,2025-10-14T11-57-48Z
"Tabor Asset Management, LP",quiver,institutional_13f,4257,+7.14%,33,"$125,177,786",1,2025-10-14T11-57-48Z
"Sage Capital Management, LLC",quiver,institutional_13f,4258,+7.14%,143,"$207,018,319",1,2025-10-14T11-57-48Z
HBK Sorce Advisory LLC,quiver,institutional_13f,4259,+7.14%,540,"$2,876,613,250",1,2025-10-14T11-57-48Z
Garner Asset Management Corp,quiver,institutional_13f,4260,+7.14%,139,"$205,407,566",1,2025-10-14T11-57-48Z
Kuhn & Co Investment Counsel,quiver,institutional_13f,4261,+7.14%,124,"$131,329,613",1,2025-10-14T11-57-48Z
Regency Capital Management Inc.\DE,quiver,institutional_13f,4262,+7.14%,50,"$177,910,682",1,2025-10-14T11-57-48Z
Centurion Wealth Management LLC,quiver,institutional_13f,4263,+7.14%,214,"$331,832,276",1,2025-10-14T11-57-48Z
"Westhampton Capital, LLC",quiver,institutional_13f,4264,+7.14%,111,"$201,546,651",1,2025-10-14T11-57-48Z
COBBLESTONE CAPITAL ADVISORS LLC |NY|,quiver,institutional_13f,4265,+7.13%,281,"$1,932,806,111",1,2025-10-14T11-57-48Z
HOWE & RUSLING INC,quiver,institutional_13f,4266,+7.13%,435,"$1,390,128,048",1,2025-10-14T11-57-48Z
"FIFTH THIRD SECURITIES, INC.",quiver,institutional_13f,4267,+7.13%,280,"$1,320,049,168",1,2025-10-14T11-57-48Z
NICOLET BANKSHARES INC,quiver,institutional_13f,4268,+7.13%,195,"$475,795,885",1,2025-10-14T11-57-48Z
"RHS Financial, LLC",quiver,institutional_13f,4269,+7.13%,123,"$174,157,784",1,2025-10-14T11-57-48Z
Magnus Financial Group LLC,quiver,institutional_13f,4270,+7.13%,341,"$1,106,742,147",1,2025-10-14T11-57-48Z
"ASHTON THOMAS SECURITIES, LLC",quiver,institutional_13f,4271,+7.13%,261,"$387,700,306",1,2025-10-14T11-57-48Z
FLOSSBACH VON STORCH SE,quiver,institutional_13f,4272,+7.13%,93,"$23,218,411,865",1,2025-10-14T11-57-48Z
High Net Worth Advisory Group LLC,quiver,institutional_13f,4273,+7.13%,210,"$381,154,542",1,2025-10-14T11-57-48Z
"Leicht Financial Planning & Wealth Management, Inc.",quiver,institutional_13f,4274,+7.13%,9,"$115,504,904",1,2025-10-14T11-57-48Z
"LAM GROUP, INC.",quiver,institutional_13f,4275,+7.13%,66,"$154,876,873",1,2025-10-14T11-57-48Z
"DKM Wealth Management, Inc.",quiver,institutional_13f,4276,+7.13%,45,"$81,140,927",1,2025-10-14T11-57-48Z
HENDLEY & CO INC,quiver,institutional_13f,4277,+7.12%,42,"$267,609,833",1,2025-10-14T11-57-48Z
Northeast Financial Consultants Inc,quiver,institutional_13f,4278,+7.12%,272,"$2,561,434,606",1,2025-10-14T11-57-48Z
"Catalina Capital Group, LLC",quiver,institutional_13f,4279,+7.12%,145,"$140,895,030",1,2025-10-14T11-57-48Z
Fortis Capital Management LLC,quiver,institutional_13f,4280,+7.12%,156,"$627,891,590",1,2025-10-14T11-57-48Z
"AVANTAX ADVISORY SERVICES, INC.",quiver,institutional_13f,4281,+7.12%,2057,"$18,213,610,394",1,2025-10-14T11-57-48Z
THRIVENT FINANCIAL FOR LUTHERANS,quiver,institutional_13f,4282,+7.12%,1058,"$6,870,816,848",1,2025-10-14T11-57-48Z
"Pandi, LLC",quiver,institutional_13f,4283,+7.12%,3,"$786,729,118",1,2025-10-14T11-57-48Z
Exchange Bank,quiver,institutional_13f,4284,+7.12%,112,"$126,349,746",1,2025-10-14T11-57-48Z
Longview Partners (Guernsey) LTD,quiver,institutional_13f,4285,+7.12%,23,"$11,632,440,656",1,2025-10-14T11-57-48Z
Ninety One UK Ltd,quiver,institutional_13f,4286,+7.12%,185,"$42,065,263,050",1,2025-10-14T11-57-48Z
Burt Wealth Advisors,quiver,institutional_13f,4287,+7.11%,108,"$437,827,150",1,2025-10-14T11-57-48Z
"Beckerman Institutional, LLC",quiver,institutional_13f,4288,+7.11%,95,"$129,136,981",1,2025-10-14T11-57-48Z
"RIVERSEDGE ADVISORS, LLC",quiver,institutional_13f,4289,+7.11%,117,"$529,088,998",1,2025-10-14T11-57-48Z
Triangle Securities Wealth Management,quiver,institutional_13f,4290,+7.11%,190,"$401,213,833",1,2025-10-14T11-57-48Z
"McGrath & Associates, Inc.",quiver,institutional_13f,4291,+7.11%,39,"$58,345,064",1,2025-10-14T11-57-48Z
FORTE CAPITAL LLC |ADV,quiver,institutional_13f,4292,+7.11%,223,"$896,518,183",1,2025-10-14T11-57-48Z
Carrera Capital Advisors,quiver,institutional_13f,4293,+7.11%,132,"$484,561,161",1,2025-10-14T11-57-48Z
"Route One Investment Company, L.P.",quiver,institutional_13f,4294,+7.11%,14,"$2,358,912,457",1,2025-10-14T11-57-48Z
"ROGCO, LP",quiver,institutional_13f,4295,+7.11%,187,"$264,710,043",1,2025-10-14T11-57-48Z
MATRIX ASSET ADVISORS INC|NY,quiver,institutional_13f,4296,+7.11%,101,"$956,658,476",1,2025-10-14T11-57-48Z
Tanager Wealth Management LLP,quiver,institutional_13f,4297,+7.11%,117,"$882,534,048",1,2025-10-14T11-57-48Z
WealthNavi Inc.,quiver,institutional_13f,4298,+7.11%,10,"$10,608,729,579",1,2025-10-14T11-57-48Z
"DEFINED WEALTH MANAGEMENT, LLC",quiver,institutional_13f,4299,+7.11%,100,"$159,978,043",1,2025-10-14T11-57-48Z
"Objective Capital Management, LLC",quiver,institutional_13f,4300,+7.10%,75,"$86,458,476",1,2025-10-14T11-57-48Z
"BASSO CAPITAL MANAGEMENT, L.P.",quiver,institutional_13f,4301,+7.10%,66,"$122,809,208",1,2025-10-14T11-57-48Z
"Amtrust Financial Services, Inc.",quiver,institutional_13f,4302,+7.10%,9,"$271,468,379",1,2025-10-14T11-57-48Z
"RFG Advisory, LLC",quiver,institutional_13f,4303,+7.10%,784,"$2,585,159,338",1,2025-10-14T11-57-48Z
"Sulzberger Capital Advisors, Inc.",quiver,institutional_13f,4304,+7.10%,45,"$86,357,843",1,2025-10-14T11-57-48Z
"Baron Financial Group, LLC",quiver,institutional_13f,4305,+7.10%,47,"$177,116,933",1,2025-10-14T11-57-48Z
"Landing Point Financial Group, LLC",quiver,institutional_13f,4306,+7.10%,64,"$142,235,930",1,2025-10-14T11-57-48Z
"INTEGRAL INVESTMENT ADVISORS, INC.",quiver,institutional_13f,4307,+7.10%,145,"$337,959,770",1,2025-10-14T11-57-48Z
"Jackson Hole Capital Partners, LLC",quiver,institutional_13f,4308,+7.10%,261,"$534,349,370",1,2025-10-14T11-57-48Z
BRANDYWINE OAK PRIVATE WEALTH LLC,quiver,institutional_13f,4309,+7.10%,225,"$1,138,048,295",1,2025-10-14T11-57-48Z
"Camelot Portfolios, LLC",quiver,institutional_13f,4310,+7.10%,180,"$153,710,569",1,2025-10-14T11-57-48Z
"Journey Beyond Wealth, LLC",quiver,institutional_13f,4311,+7.10%,27,"$124,009,857",1,2025-10-14T11-57-48Z
"Hunter Perkins Capital Management, LLC",quiver,institutional_13f,4312,+7.10%,97,"$351,544,146",1,2025-10-14T11-57-48Z
AMARILLO NATIONAL BANK,quiver,institutional_13f,4313,+7.10%,73,"$569,544,738",1,2025-10-14T11-57-48Z
BALLAST ADVISORS LLC,quiver,institutional_13f,4314,+7.09%,155,"$347,723,198",1,2025-10-14T11-57-48Z
"Chaney Capital Management, Inc.",quiver,institutional_13f,4315,+7.09%,31,"$242,739,569",1,2025-10-14T11-57-48Z
"Rench Wealth Management, Inc.",quiver,institutional_13f,4316,+7.09%,50,"$319,893,885",1,2025-10-14T11-57-48Z
BEDRIJFSTAKPENSIOENFONDS VOOR DE MEDIA PNO,quiver,institutional_13f,4317,+7.09%,38,"$882,298,019",1,2025-10-14T11-57-48Z
"MONECO Advisors, LLC",quiver,institutional_13f,4318,+7.09%,424,"$1,021,515,231",1,2025-10-14T11-57-48Z
"BROOKS, MOORE & ASSOCIATES, INC.",quiver,institutional_13f,4319,+7.09%,100,"$189,669,914",1,2025-10-14T11-57-48Z
US BANCORP \DE\,quiver,institutional_13f,4320,+7.09%,3500,"$80,399,327,219",1,2025-10-14T11-57-48Z
Falcon Wealth Planning,quiver,institutional_13f,4321,+7.09%,163,"$942,970,229",1,2025-10-14T11-57-48Z
"Stonehearth Capital Management, LLC",quiver,institutional_13f,4322,+7.09%,86,"$237,412,595",1,2025-10-14T11-57-48Z
"Douglas Lane & Associates, LLC",quiver,institutional_13f,4323,+7.09%,213,"$6,707,795,915",1,2025-10-14T11-57-48Z
"Towneley Capital Management, Inc | DE",quiver,institutional_13f,4324,+7.09%,33,"$464,645,680",1,2025-10-14T11-57-48Z
"Private Wealth Management Group, LLC",quiver,institutional_13f,4325,+7.08%,1332,"$312,188,310",1,2025-10-14T11-57-48Z
Unison Advisors LLC,quiver,institutional_13f,4326,+7.08%,162,"$861,042,671",1,2025-10-14T11-57-48Z
"Aurora Private Wealth, Inc.",quiver,institutional_13f,4327,+7.08%,143,"$128,756,487",1,2025-10-14T11-57-48Z
Vontobel Holding Ltd.,quiver,institutional_13f,4328,+7.08%,984,"$27,920,011,822",1,2025-10-14T11-57-48Z
YANKCOM Partnership,quiver,institutional_13f,4329,+7.08%,295,"$207,369,702",1,2025-10-14T11-57-48Z
EdgeRock Capital LLC,quiver,institutional_13f,4330,+7.08%,105,"$260,804,919",1,2025-10-14T11-57-48Z
"ENCOMPASS WEALTH ADVISORS, LLC",quiver,institutional_13f,4331,+7.08%,100,"$282,934,217",1,2025-10-14T11-57-48Z
"Financial Freedom, LLC",quiver,institutional_13f,4332,+7.08%,312,"$189,202,532",1,2025-10-14T11-57-48Z
"DURANTE & WATERS, LLC",quiver,institutional_13f,4333,+7.08%,29,"$128,234,681",1,2025-10-14T11-57-48Z
O'Brien Wealth Partners LLC,quiver,institutional_13f,4334,+7.08%,79,"$503,505,592",1,2025-10-14T11-57-48Z
"AIGEN INVESTMENT MANAGEMENT, LP",quiver,institutional_13f,4335,+7.08%,670,"$663,781,296",1,2025-10-14T11-57-48Z
"QUARRY HILL ADVISORS, LLC",quiver,institutional_13f,4336,+7.08%,47,"$178,418,351",1,2025-10-14T11-57-48Z
"Gould Capital, LLC",quiver,institutional_13f,4337,+7.08%,192,"$146,422,798",1,2025-10-14T11-57-48Z
RiverGlades Family Offices LLC,quiver,institutional_13f,4338,+7.08%,80,"$156,366,360",1,2025-10-14T11-57-48Z
LifeGoal Wealth Advisors,quiver,institutional_13f,4339,+7.07%,57,"$95,008,363",1,2025-10-14T11-57-48Z
GEORGE KAISER FAMILY FOUNDATION,quiver,institutional_13f,4340,+7.07%,64,"$728,774,554",1,2025-10-14T11-57-48Z
&PARTNERS,quiver,institutional_13f,4341,+7.07%,1696,"$12,909,475,645",1,2025-10-14T11-57-48Z
"INNEALTA CAPITAL, LLC",quiver,institutional_13f,4342,+7.07%,87,"$194,663,797",1,2025-10-14T11-57-48Z
"MOSAIC FAMILY WEALTH PARTNERS, LLC",quiver,institutional_13f,4343,+7.07%,215,"$808,366,821",1,2025-10-14T11-57-48Z
"Reynders McVeigh Capital Management, LLC",quiver,institutional_13f,4344,+7.07%,180,"$1,968,407,787",1,2025-10-14T11-57-48Z
"Quaker Wealth Management, LLC",quiver,institutional_13f,4345,+7.07%,760,"$298,975,391",1,2025-10-14T11-57-48Z
Vantage Point Financial LLC,quiver,institutional_13f,4346,+7.07%,132,"$195,620,769",1,2025-10-14T11-57-48Z
TOWNSQUARE CAPITAL LLC,quiver,institutional_13f,4347,+7.07%,557,"$988,807,581",1,2025-10-14T11-57-48Z
Operose Advisors LLC,quiver,institutional_13f,4348,+7.06%,392,"$373,407,024",1,2025-10-14T11-57-48Z
Oak Root LLC,quiver,institutional_13f,4349,+7.06%,10,"$657,426,592",1,2025-10-14T11-57-48Z
"ARGUS INVESTORS' COUNSEL, INC.",quiver,institutional_13f,4350,+7.06%,107,"$135,255,753",1,2025-10-14T11-57-48Z
ASSOCIATED BANC-CORP,quiver,institutional_13f,4351,+7.06%,299,"$3,403,259,999",1,2025-10-14T11-57-48Z
"Merit Financial Group, LLC",quiver,institutional_13f,4352,+7.06%,1509,"$8,122,904,053",1,2025-10-14T11-57-48Z
FIRST NATIONAL BANK & TRUST CO OF NEWTOWN,quiver,institutional_13f,4353,+7.06%,130,"$522,087,288",1,2025-10-14T11-57-48Z
AllSquare Wealth Management LLC,quiver,institutional_13f,4354,+7.06%,476,"$181,670,545",1,2025-10-14T11-57-48Z
MA Private Wealth,quiver,institutional_13f,4355,+7.06%,72,"$534,765,338",1,2025-10-14T11-57-48Z
"Benchmark Financial Wealth Advisors, LLC",quiver,institutional_13f,4356,+7.06%,111,"$316,018,691",1,2025-10-14T11-57-48Z
Nautilus Advisors LLC,quiver,institutional_13f,4357,+7.06%,145,"$127,218,729",1,2025-10-14T11-57-48Z
Farmers & Merchants Trust Co of Chambersburg PA,quiver,institutional_13f,4358,+7.06%,321,"$327,203,208",1,2025-10-14T11-57-48Z
"Badgley Phelps Wealth Managers, LLC",quiver,institutional_13f,4359,+7.06%,277,"$4,471,562,713",1,2025-10-14T11-57-48Z
"Lantern Wealth Advisors, LLC",quiver,institutional_13f,4360,+7.05%,135,"$177,770,724",1,2025-10-14T11-57-48Z
"Yoder Wealth Management, Inc.",quiver,institutional_13f,4361,+7.05%,101,"$179,864,888",1,2025-10-14T11-57-48Z
"Strategic Blueprint, LLC",quiver,institutional_13f,4362,+7.05%,568,"$1,913,095,604",1,2025-10-14T11-57-48Z
PCA Investment Advisory Services Inc.,quiver,institutional_13f,4363,+7.05%,45,"$246,759,960",1,2025-10-14T11-57-48Z
"IMG Wealth Management, Inc.",quiver,institutional_13f,4364,+7.05%,426,"$130,115,922",1,2025-10-14T11-57-48Z
"CARRONADE CAPITAL MANAGEMENT, LP",quiver,institutional_13f,4365,+7.05%,15,"$380,232,326",1,2025-10-14T11-57-48Z
J. Safra Sarasin Holding AG,quiver,institutional_13f,4366,+7.05%,442,"$5,555,311,495",1,2025-10-14T11-57-48Z
"HARBOUR INVESTMENTS, INC.",quiver,institutional_13f,4367,+7.05%,2843,"$3,772,476,087",1,2025-10-14T11-57-48Z
"Cresta Advisors, Ltd.",quiver,institutional_13f,4368,+7.05%,46,"$208,138,370",1,2025-10-14T11-57-48Z
